Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Manipulation: 
58,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 19,jpitx4,4,Predict the midpoint of the next candlestick,response,value,106,,,Prediction,3,object-393,
59,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 19,jpitx4,4,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-394,
60,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 19,jpitx4,4,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-394,
61,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 49,8vkhkc,5,Predict the midpoint of the next candlestick,response,value,103,,,Prediction,3,object-383,
62,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 49,8vkhkc,5,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-384,
63,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 49,8vkhkc,5,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-384,
64,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 25,ltwt31,6,Predict the midpoint of the next candlestick,response,value,106,,,Prediction,3,object-318,
65,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 25,ltwt31,6,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-319,
66,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 25,ltwt31,6,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-319,
67,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 37,r2661d,7,Predict the midpoint of the next candlestick,response,value,99,,,Prediction,3,object-348,
68,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 37,r2661d,7,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-349,
69,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 37,r2661d,7,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-349,
70,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 17,u7hto3,8,Predict the midpoint of the next candlestick,response,value,98,,,Prediction,3,object-433,
71,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 17,u7hto3,8,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-434,
72,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 17,u7hto3,8,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-434,
73,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 50,23juxt,9,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-378,
74,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 50,23juxt,9,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-379,
75,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 50,23juxt,9,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-379,
76,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 48,r6kush,10,Predict the midpoint of the next candlestick,response,value,112,,,Prediction,3,object-408,
77,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 48,r6kush,10,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-409,
78,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 48,r6kush,10,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-409,
79,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 32,h9fkdt,11,Predict the midpoint of the next candlestick,response,value,106,,,Prediction,3,object-428,
80,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 32,h9fkdt,11,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-429,
81,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 32,h9fkdt,11,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-429,
82,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 12,clawoh,12,Predict the midpoint of the next candlestick,response,value,96,,,Prediction,3,object-24243,
83,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 12,clawoh,12,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-24244,
84,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 12,clawoh,12,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-24244,
85,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 21,xs9bix,13,Predict the midpoint of the next candlestick,response,value,117,,,Prediction,3,object-363,
86,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 21,xs9bix,13,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-364,
87,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 21,xs9bix,13,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-364,
88,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 29,pf9ovz,14,Predict the midpoint of the next candlestick,response,value,89,,,Prediction,3,object-27778,
89,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 29,pf9ovz,14,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-27779,
90,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 29,pf9ovz,14,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-27779,
91,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 9,oweebu,15,Predict the midpoint of the next candlestick,response,value,103,,,Prediction,3,object-22728,
92,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 9,oweebu,15,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-22729,
93,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 9,oweebu,15,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-22729,
94,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 38,2b8uol,16,Predict the midpoint of the next candlestick,response,value,103,,,Prediction,3,object-333,
95,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 38,2b8uol,16,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-334,
96,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 38,2b8uol,16,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-334,
97,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 2,rl3k4k,17,Predict the midpoint of the next candlestick,response,value,103,,,Prediction,3,object-8,
98,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 2,rl3k4k,17,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-11,
99,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 2,rl3k4k,17,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-11,
100,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 14,niuvoi,18,Predict the midpoint of the next candlestick,response,value,103,,,Prediction,3,object-25253,
101,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 14,niuvoi,18,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-25254,
102,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 14,niuvoi,18,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-25254,
103,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 35,ahjw3u,19,Predict the midpoint of the next candlestick,response,value,105,,,Prediction,3,object-373,
104,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 35,ahjw3u,19,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-374,
105,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 35,ahjw3u,19,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-374,
106,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 5,h81glr,20,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-20708,
107,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 5,h81glr,20,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-20709,
108,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 5,h81glr,20,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-20709,
109,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 7,j84ty6,21,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-21718,
110,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 7,j84ty6,21,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-21719,
111,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 7,j84ty6,21,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-21719,
112,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 4,c6cutd,22,Predict the midpoint of the next candlestick,response,value,103,,,Prediction,3,object-20203,
113,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 4,c6cutd,22,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-20204,
114,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 4,c6cutd,22,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-20204,
115,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 47,64245b,23,Predict the midpoint of the next candlestick,response,value,112,,,Prediction,3,object-413,
116,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 47,64245b,23,How confident are you in your prediction (1-5),response,value,2,,,Rating Scale,4,object-414,
117,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 47,64245b,23,How confident are you in your prediction (1-5),response,quantised,2,,,Rating Scale,4,object-414,
118,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 10,h9d7i7,24,Predict the midpoint of the next candlestick,response,value,103,,,Prediction,3,object-23233,
119,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 10,h9d7i7,24,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-23234,
120,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 10,h9d7i7,24,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-23234,
121,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 46,il85y4,25,Predict the midpoint of the next candlestick,response,value,99,,,Prediction,3,object-418,
122,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 46,il85y4,25,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-419,
123,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 46,il85y4,25,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-419,
124,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 31,bib9zf,26,Predict the midpoint of the next candlestick,response,value,108,,,Prediction,3,object-423,
125,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 31,bib9zf,26,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-424,
126,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 31,bib9zf,26,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-424,
127,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 20,dthyg7,27,Predict the midpoint of the next candlestick,response,value,116,,,Prediction,3,object-368,
128,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 20,dthyg7,27,How confident are you in your prediction (1-5),response,value,3,,,Rating Scale,4,object-369,
129,1.73495E+12,23.12.2024 9:58,1.73496E+12,2,23.12.2024 13:58,195331,10,questionnaire-4l74,,42175979,BLIND,12315870,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x663,,,0,Task 2: Investment game clean,4,,Page 20,dthyg7,27,How confident are you in your prediction (1-5),response,quantised,3,,,Rating Scale,4,object-369,
