Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Manipulation: 
1,1.73494E+12,23.12.2024 8:20,1.73495E+12,2,23.12.2024 12:20,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,,,,,info,,BEGIN,,,,,,
2,1.73494E+12,23.12.2024 8:20,1.73495E+12,2,23.12.2024 12:20,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 31,bib9zf,2,,info,,100,,,Prediction,3,object-423,
3,1.73494E+12,23.12.2024 8:20,1.73495E+12,2,23.12.2024 12:20,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 6,e4zke5,3,,info,,100,,,Prediction,3,object-21213,
4,1.73494E+12,23.12.2024 8:20,1.73495E+12,2,23.12.2024 12:20,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 16,d72aij,4,,info,,100,,,Prediction,3,object-438,
5,1.73494E+12,23.12.2024 8:21,1.73495E+12,2,23.12.2024 12:21,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 26,idpzfp,5,,info,,100,,,Prediction,3,object-303,
6,1.73494E+12,23.12.2024 8:21,1.73495E+12,2,23.12.2024 12:21,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 25,ltwt31,6,,info,,100,,,Prediction,3,object-318,
7,1.73494E+12,23.12.2024 8:21,1.73495E+12,2,23.12.2024 12:21,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 50,23juxt,7,,info,,100,,,Prediction,3,object-378,
8,1.73494E+12,23.12.2024 8:21,1.73495E+12,2,23.12.2024 12:21,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 43,z2zrwc,8,,info,,100,,,Prediction,3,object-28788,
9,1.73494E+12,23.12.2024 8:21,1.73495E+12,2,23.12.2024 12:21,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 27,f7ziw2,9,,info,,100,,,Prediction,3,object-29798,
10,1.73494E+12,23.12.2024 8:21,1.73495E+12,2,23.12.2024 12:21,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 2,rl3k4k,10,,info,,100,,,Prediction,3,object-8,
11,1.73494E+12,23.12.2024 8:21,1.73495E+12,2,23.12.2024 12:21,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 47,64245b,11,,info,,100,,,Prediction,3,object-413,
12,1.73494E+12,23.12.2024 8:21,1.73495E+12,2,23.12.2024 12:21,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 35,ahjw3u,12,,info,,100,,,Prediction,3,object-373,
13,1.73494E+12,23.12.2024 8:21,1.73495E+12,2,23.12.2024 12:21,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 40,xub8qx,13,,info,,100,,,Prediction,3,object-313,
14,1.73494E+12,23.12.2024 8:22,1.73495E+12,2,23.12.2024 12:22,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 13,4d14kq,14,,info,,100,,,Prediction,3,object-24748,
15,1.73494E+12,23.12.2024 8:22,1.73495E+12,2,23.12.2024 12:22,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 37,r2661d,15,,info,,100,,,Prediction,3,object-348,
16,1.73494E+12,23.12.2024 8:22,1.73495E+12,2,23.12.2024 12:22,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 4,c6cutd,16,,info,,100,,,Prediction,3,object-20203,
17,1.73494E+12,23.12.2024 8:22,1.73495E+12,2,23.12.2024 12:22,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 32,h9fkdt,17,,info,,100,,,Prediction,3,object-428,
18,1.73494E+12,23.12.2024 8:22,1.73495E+12,2,23.12.2024 12:22,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 10,h9d7i7,18,,info,,100,,,Prediction,3,object-23233,
19,1.73494E+12,23.12.2024 8:22,1.73495E+12,2,23.12.2024 12:22,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 29,pf9ovz,19,,info,,100,,,Prediction,3,object-27778,
20,1.73494E+12,23.12.2024 8:22,1.73495E+12,2,23.12.2024 12:22,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 36,e4aiw7,20,,info,,100,,,Prediction,3,object-358,
21,1.73494E+12,23.12.2024 8:22,1.73495E+12,2,23.12.2024 12:22,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 24,gsicqu,21,,info,,100,,,Prediction,3,object-323,
22,1.73494E+12,23.12.2024 8:22,1.73495E+12,2,23.12.2024 12:22,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 12,clawoh,22,,info,,100,,,Prediction,3,object-24243,
23,1.73494E+12,23.12.2024 8:23,1.73495E+12,2,23.12.2024 12:23,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 42,6eqxy3,23,,info,,100,,,Prediction,3,object-29293,
24,1.73494E+12,23.12.2024 8:23,1.73495E+12,2,23.12.2024 12:23,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 51,3g91vv,24,,info,,100,,,Prediction,3,object-353,
25,1.73494E+12,23.12.2024 8:23,1.73495E+12,2,23.12.2024 12:23,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 48,r6kush,25,,info,,100,,,Prediction,3,object-408,
26,1.73494E+12,23.12.2024 8:23,1.73495E+12,2,23.12.2024 12:23,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 22,rg3oep,26,,info,,100,,,Prediction,3,object-343,
27,1.73494E+12,23.12.2024 8:23,1.73495E+12,2,23.12.2024 12:23,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 38,2b8uol,27,,info,,100,,,Prediction,3,object-333,
28,1.73494E+12,23.12.2024 8:23,1.73495E+12,2,23.12.2024 12:23,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 23,77ls7d,28,,info,,100,,,Prediction,3,object-338,
29,1.73494E+12,23.12.2024 8:23,1.73495E+12,2,23.12.2024 12:23,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 44,zhavks,29,,info,,100,,,Prediction,3,object-27273,
30,1.73494E+12,23.12.2024 8:23,1.73495E+12,2,23.12.2024 12:23,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 18,gebzxs,30,,info,,100,,,Prediction,3,object-398,
31,1.73494E+12,23.12.2024 8:24,1.73495E+12,2,23.12.2024 12:24,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 45,bhwts9,31,,info,,100,,,Prediction,3,object-26768,
32,1.73494E+12,23.12.2024 8:24,1.73495E+12,2,23.12.2024 12:24,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 15,t6ckez,32,,info,,100,,,Prediction,3,object-25758,
33,1.73494E+12,23.12.2024 8:24,1.73495E+12,2,23.12.2024 12:24,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 28,hprsnp,33,,info,,100,,,Prediction,3,object-28283,
34,1.73494E+12,23.12.2024 8:24,1.73495E+12,2,23.12.2024 12:24,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 21,xs9bix,34,,info,,100,,,Prediction,3,object-363,
35,1.73494E+12,23.12.2024 8:24,1.73495E+12,2,23.12.2024 12:24,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 19,jpitx4,35,,info,,100,,,Prediction,3,object-393,
36,1.73494E+12,23.12.2024 8:24,1.73495E+12,2,23.12.2024 12:24,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 3,e3sj4v,36,,info,,100,,,Prediction,3,object-19396,
37,1.73494E+12,23.12.2024 8:24,1.73495E+12,2,23.12.2024 12:24,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 5,h81glr,37,,info,,100,,,Prediction,3,object-20708,
38,1.73494E+12,23.12.2024 8:25,1.73495E+12,2,23.12.2024 12:25,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 33,uhywuc,38,,info,,100,,,Prediction,3,object-403,
39,1.73494E+12,23.12.2024 8:25,1.73495E+12,2,23.12.2024 12:25,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 46,il85y4,39,,info,,100,,,Prediction,3,object-418,
40,1.73494E+12,23.12.2024 8:25,1.73495E+12,2,23.12.2024 12:25,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 17,u7hto3,40,,info,,100,,,Prediction,3,object-433,
41,1.73494E+12,23.12.2024 8:25,1.73495E+12,2,23.12.2024 12:25,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 49,8vkhkc,41,,info,,100,,,Prediction,3,object-383,
42,1.73494E+12,23.12.2024 8:25,1.73495E+12,2,23.12.2024 12:25,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 34,a8hg4i,42,,info,,100,,,Prediction,3,object-388,
43,1.73494E+12,23.12.2024 8:25,1.73495E+12,2,23.12.2024 12:25,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 8,7rd4ge,43,,info,,100,,,Prediction,3,object-22223,
44,1.73494E+12,23.12.2024 8:25,1.73495E+12,2,23.12.2024 12:25,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 20,dthyg7,44,,info,,100,,,Prediction,3,object-368,
45,1.73494E+12,23.12.2024 8:25,1.73495E+12,2,23.12.2024 12:25,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 7,j84ty6,45,,info,,100,,,Prediction,3,object-21718,
46,1.73494E+12,23.12.2024 8:25,1.73495E+12,2,23.12.2024 12:25,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 39,kizss7,46,,info,,100,,,Prediction,3,object-328,
47,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 30,94fix3,47,,info,,100,,,Prediction,3,object-26263,
48,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 11,37pzje,48,,info,,100,,,Prediction,3,object-23738,
49,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 14,niuvoi,49,,info,,100,,,Prediction,3,object-25253,
50,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 41,cofg6l,50,,info,,100,,,Prediction,3,object-308,
51,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 9,oweebu,51,,info,,100,,,Prediction,3,object-22728,
52,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 31,bib9zf,2,Predict the midpoint of the next candlestick,response,value,106,,,Prediction,3,object-423,
53,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 31,bib9zf,2,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-424,
54,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 31,bib9zf,2,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-424,
55,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 6,e4zke5,3,Predict the midpoint of the next candlestick,response,value,104,,,Prediction,3,object-21213,
56,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 6,e4zke5,3,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-21214,
57,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 6,e4zke5,3,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-21214,
58,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 16,d72aij,4,Predict the midpoint of the next candlestick,response,value,102,,,Prediction,3,object-438,
59,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 16,d72aij,4,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-439,
60,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 16,d72aij,4,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-439,
61,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 26,idpzfp,5,Predict the midpoint of the next candlestick,response,value,101,,,Prediction,3,object-303,
62,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 26,idpzfp,5,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-304,
63,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 26,idpzfp,5,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-304,
64,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 25,ltwt31,6,Predict the midpoint of the next candlestick,response,value,107,,,Prediction,3,object-318,
65,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 25,ltwt31,6,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-319,
66,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 25,ltwt31,6,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-319,
67,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 50,23juxt,7,Predict the midpoint of the next candlestick,response,value,108,,,Prediction,3,object-378,
68,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 50,23juxt,7,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-379,
69,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 50,23juxt,7,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-379,
70,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 43,z2zrwc,8,Predict the midpoint of the next candlestick,response,value,124,,,Prediction,3,object-28788,
71,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 43,z2zrwc,8,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-28789,
72,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 43,z2zrwc,8,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-28789,
73,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 27,f7ziw2,9,Predict the midpoint of the next candlestick,response,value,103,,,Prediction,3,object-29798,
74,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 27,f7ziw2,9,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-29799,
75,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 27,f7ziw2,9,How confident are you in your prediction (1-5),response,quantised,4,,,Rating Scale,4,object-29799,
76,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 2,rl3k4k,10,Predict the midpoint of the next candlestick,response,value,103,,,Prediction,3,object-8,
77,1.73494E+12,23.12.2024 8:26,1.73495E+12,2,23.12.2024 12:26,195331,10,questionnaire-4l74,,42174360,BLIND,12315511,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1536x864,1528x738,,,0,Task 2: Investment game clean,4,,Page 2,rl3k4k,10,How confident are you in your prediction (1-5),response,value,4,,,Rating Scale,4,object-11,
